ImageID,LabelName1,LabelName2,ImageHeight,ImageWidth,XMin1,XMax1,YMin1,YMax1,XMin2,XMax2,YMin2,YMax2,ReferringExpression
alex_90306,person,messy bed in the bedroom,500,334,71,232,55,263,0,331,323,490,The person is riding his surfboard the messy bed in the bedroom.
alex_350160,person,red bed,428,640,3,531,63,368,0,639,10,420,The person is lying on the red bed.
alex_207826,brunette concentrating person,green bed under the woman,480,640,24,510,223,474,124,639,93,475,The brunette concentrating person is lying on the green bed under the woman.
alex_287190,person wearing the black blouse,sheeted bed below the person,506,640,56,639,220,499,0,258,89,497,The person wearing the black blouse is sleeping the sheeted bed below the person.
alex_75768,asleep man,comfy bed,426,640,1,637,113,425,0,639,41,421,The asleep man is sleeping the comfy bed.
alex_142815,siting person,bed against the wall,427,640,7,305,116,421,0,640,133,422,The siting person is lying on the bed against the wall.
alex_46048,person,unmade bed,480,640,407,502,137,272,275,639,123,474,The person is sitting the unmade bed.
alex_194532,man in the air,bed near the wall,480,640,214,470,47,347,1,543,197,472,The man in the air is jumping the bed near the wall.
alex_540645,man wearing a white tank top,bed in a room,612,612,4,610,331,529,1,611,136,601,The man wearing a white tank top is laying down the bed in a room.
alex_269815,"goofy person wearing a blue jacket, blue shirt and jeans",bed,609,640,117,607,287,565,39,639,36,568,"The goofy person wearing a blue jacket, blue shirt and jeans is lying on the bed."
alex_16875,man,white bed,427,640,214,392,124,256,159,596,45,426,The man is laying down the white bed.
alex_429717,man,"bed in a bedroom, beneath a picture, against a wall",375,500,237,406,139,244,114,425,165,367,"The man is lying on the bed in a bedroom, beneath a picture, against a wall."
alex_565233,man,tan bed in a room,428,640,250,543,1,369,1,639,351,427,The man is sitting on the tan bed in a room.
alex_451155,blurry person,dark bed,480,640,237,378,167,474,5,478,300,410,The blurry person is sitting and looking at a laptop the dark bed.
alex_258036,nude man,white bed by a window,640,425,55,412,96,614,0,424,140,632,The nude man is laying on the white bed by a window.
alex_468471,man wearing ablue tie,bed against wall,427,640,13,334,14,201,37,489,197,421,The man wearing ablue tie is jumping over the bed against wall.
alex_214520,man wearing purple,purple bed next to the window,360,360,207,264,142,221,38,315,64,306,The man wearing purple is sitting on the purple bed next to the window.
alex_111609,old man,blue bed in room,429,640,350,474,82,353,428,639,51,421,The old man is sleeping in the blue bed in room.
alex_250364,man,blue bed under the person,612,612,385,606,199,482,1,611,96,549,The man is laying on the blue bed under the person.
alex_51054,person,messy bed against the wall,604,640,185,532,89,596,2,459,99,542,The person is sitting on the messy bed against the wall.
alex_413839,man wearing a coat,small bird on top of the bench,480,640,70,251,70,360,398,500,100,184,The man wearing a coat is feeding the small bird on top of the bench.
alex_19608,person wearing sandals,white bird in the water,640,427,213,329,2,160,64,155,416,596,The person wearing sandals is looking at the white bird in the water.
alex_534817,young person wearing a white shirt,gray bird,640,490,13,191,171,609,333,446,84,182,The young person wearing a white shirt is watching the gray bird.
alex_17095,person,big bird in the grass,480,640,125,317,121,397,420,521,254,348,The person is looking at the big bird in the grass.
alex_221232,boy,white bird perched on a man's hand,428,640,92,403,0,427,142,377,200,408,The boy is holding the white bird perched on a man's hand.
alex_97800,person,green bird on the bed,640,424,0,350,55,510,173,357,456,559,The person is feeding the green bird on the bed.
alex_176180,white relaxed person,sickly bird in their hand,480,640,374,639,39,325,300,639,2,348,The white relaxed person is holding the sickly bird in their hand.
alex_152886,person,grey bird in the air,500,412,139,259,20,485,337,407,78,170,The person is standing by the grey bird in the air.
alex_469793,man,gray bird on his shoulder,640,561,176,430,136,630,186,254,177,229,The man is carrying the gray bird on his shoulder.
alex_248395,person,fluffy bird in his hand,640,480,0,474,0,524,123,391,208,422,The person is feeding the fluffy bird in his hand.
alex_440529,man,gray bird,480,640,0,315,0,479,187,314,77,223,The man is holding the gray bird.
alex_62549,strangely person in a medieval costume,grey bird on his arm,435,640,10,565,0,434,395,628,55,419,The strangely person in a medieval costume is holding the grey bird on his arm.
alex_168662,man wearing a plaid shirt,little bird on the brick wall,480,640,400,640,64,473,205,248,262,315,The man wearing a plaid shirt is looking at the little bird on the brick wall.
alex_475407,man,painted bird on the wall,480,640,167,282,173,400,323,408,72,156,The man is driving by the painted bird on the wall.
alex_254172,white happy person,colorful bird in the air,480,320,122,164,289,417,25,117,59,144,The white happy person is watching the colorful bird in the air.
alex_64016,educated person,black bird standing on a person hand,427,640,0,235,184,417,244,357,146,321,The educated person is holding the black bird standing on a person hand.
alex_131593,person,powdered donut in her hands,640,478,0,478,0,631,104,243,231,324,The person is eating the powdered donut in her hands.
alex_95249,man,donut in the person's hand,332,500,114,394,57,331,315,364,181,231,The man is eating the donut in the person's hand.
alex_514222,boy,donut in a woman's mouth,612,612,9,593,11,602,135,420,385,534,The boy is eating the donut in a woman's mouth.
alex_180764,person,pink donut in the mouth of a man,480,640,1,450,4,474,339,474,222,335,The person is eating the pink donut in the mouth of a man.
alex_75296,man,iced donut in the box,612,612,1,471,1,603,237,465,480,601,The man is holding the iced donut in the box.
alex_193968,person,round donut,640,480,184,410,152,623,212,273,302,362,The person is holding the round donut.
alex_121381,boy,colorful donut,640,427,2,426,1,631,45,209,323,443,The boy is holding the colorful donut.
alex_347228,man wearing glasses and appears to be middle aged,tan donut in the kids mouth,429,640,215,639,62,422,168,309,107,188,The man wearing glasses and appears to be middle aged is eating the tan donut in the kids mouth.
alex_56874,person,large donut on the ground,480,640,334,507,85,416,58,348,247,477,The person is looking at the large donut on the ground.
alex_494846,man,donut in his hand,640,480,15,441,89,450,93,229,455,530,The man is holding the donut in his hand.
alex_25609,person wearing a pink shirt,donut in the woman's hand,375,500,0,284,64,368,0,139,234,369,The person wearing a pink shirt is holding the donut in the woman's hand.
alex_306247,man,donut in a cup,640,480,73,479,126,631,190,301,321,407,The man is holding the donut in a cup.
alex_341603,bespectacled person wearing pink,big donut in the person's hands,480,640,14,527,27,473,332,601,25,410,The bespectacled person wearing pink is holding the big donut in the person's hands.
alex_317028,person wearing a black shirt,donut faced front,480,640,93,525,161,479,252,386,175,318,The person wearing a black shirt is holding up the donut faced front.
alex_466533,person,sprinkled donut in a girls hand,375,500,9,438,0,370,91,326,225,349,The person is holding the sprinkled donut in a girls hand.
alex_95336,hungry person,brown donut on the plate,514,640,0,331,72,379,288,347,386,421,The hungry person is eating the brown donut on the plate.
alex_43882,scruffy man,donut in his hand,640,480,60,479,0,640,175,220,317,394,The scruffy man is holding the donut in his hand.
alex_100990,person in a blue sweater,donut on top of the building,427,640,204,370,187,418,160,333,0,113,The person in a blue sweater is standing in front of the donut on top of the building.
alex_44171,man,huge donut,480,640,164,554,98,473,258,445,292,465,The man is eating the huge donut.
alex_252054,vicious person,donut on the table,612,612,118,512,64,411,28,175,407,507,The vicious person is sitting close to the donut on the table.
alex_99481,person,glazed donut on the white plate on the dining table and in the hand of the person,375,500,128,475,1,266,254,410,260,329,The person is eating the glazed donut on the white plate on the dining table and in the hand of the person.
alex_232612,man,frosted donut,475,640,82,436,1,359,258,390,371,438,The man is eating the frosted donut.
alex_406182,man,glazed donut in the woman's hand,427,640,113,568,18,422,204,304,223,317,The man is holding the glazed donut in the woman's hand.
alex_29358,man,glazed donut in the man's mouth,500,375,0,284,0,499,135,226,296,383,The man is eating the glazed donut in the man's mouth.
alex_2225,person,donut in her mouth,375,500,0,498,13,371,205,318,96,250,The person is eating the donut in her mouth.
alex_233651,person,donut in someone's hands,640,436,2,426,46,628,161,246,278,317,The person is eating the donut in someone's hands.
alex_413044,man,chocolate donut,480,640,85,516,1,473,306,404,144,216,The man is eating the chocolate donut.
alex_342204,man,cooked donut being held,480,640,26,454,45,474,316,364,216,267,The man is eating the cooked donut being held.
alex_400573,person,round donut in his mouth,640,480,1,479,1,630,195,407,319,436,The person is eating the round donut in his mouth.
alex_100553,man,donut,640,480,40,479,9,628,145,209,91,155,The man is playing with the donut.
alex_450282,man wearing a striped sweater,round donut in the man's mouth,428,640,0,427,25,427,325,375,190,233,The man wearing a striped sweater is eating the round donut in the man's mouth.
alex_82157,man,donut in the hand,640,640,17,622,73,631,200,327,371,478,The man is eating the donut in the hand.
alex_434930,girl,yummy donut in her mouth,640,636,47,590,68,364,257,375,247,323,The girl is biting the yummy donut in her mouth.
alex_447736,man,sprinkled donut in the man's hand,426,640,1,610,1,415,226,474,232,396,The man is eating the sprinkled donut in the man's hand.
alex_455946,person,donut on a napkin,612,612,66,611,1,270,230,499,288,560,The person is holding the donut on a napkin.
alex_143120,silly person wearing ridiculous sweater,round donut,500,375,1,340,129,499,148,206,203,263,The silly person wearing ridiculous sweater is posing with the round donut.
alex_537369,white person,yummy donut,640,427,69,426,0,593,49,290,230,425,The white person is holding the yummy donut.
alex_281733,person,chocolaty donut in the person's hands,640,480,1,479,4,629,116,455,368,639,The person is holding the chocolaty donut in the person's hands.
alex_52016,man,iced donut in someone's hand,640,480,153,479,30,626,178,266,274,334,The man is holding the iced donut in someone's hand.
alex_362289,white man,glazed donut,360,640,0,180,27,268,97,203,177,297,The white man is showing the cat the glazed donut.
alex_512722,man wearing a blue shirt,pink donut in his hand,375,500,0,500,0,369,236,416,55,187,The man wearing a blue shirt is holding the pink donut in his hand.
alex_63804,man,round donut,300,400,176,399,9,299,234,303,124,163,The man is eating the round donut.
alex_326462,human man,sprinkled donut in a guys hand,612,612,22,399,398,588,96,427,126,443,The human man is holding the sprinkled donut in a guys hand.
